2017;Best Actor;;;0;
2017;Best Actor;;;0;
2017;Best Actor;;;0;
2017;Best Actor;;;0;
2017;Best Actor;;;0;
2017;Best Actress;;;0;
2017;Best Actress;;;0;
2017;Best Actress;;;0;
2017;Best Actress;;;0;
2017;Best Actress;;;0;
2017;Best Supporting Actor;;;0;
2017;Best Supporting Actor;;;0;
2017;Best Supporting Actor;;;0;
2017;Best Supporting Actor;;;0;
2017;Best Supporting Actor;;;0;
2017;Best Supporting Actress;;;0;
2017;Best Supporting Actress;;;0;
2017;Best Supporting Actress;;;0;
2017;Best Supporting Actress;;;0;
2017;Best Supporting Actress;;;0;
2017;Best Cinematography;;;0;
2017;Best Cinematography;;;0;
2017;Best Cinematography;;;0;
2017;Best Cinematography;;;0;
2017;Best Cinematography;;;0;
2017;Best Director;;;0;
2017;Best Director;;;0;
2017;Best Director;;;0;
2017;Best Director;;;0;
2017;Best Director;;;0;
2017;Best Documentary;;;0;
2017;Best Documentary;;;0;
2017;Best Documentary;;;0;
2017;Best Documentary;;;0;
2017;Best Documentary;;;0;
2017;Best Foreign Language Film;;;0;[country]
2017;Best Foreign Language Film;;;0;[country]
2017;Best Foreign Language Film;;;0;[country]
2017;Best Foreign Language Film;;;0;[country]
2017;Best Foreign Language Film;;;0;[country]
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Picture;;;0;
2017;Best Animated Feature;;;0;
2017;Best Animated Feature;;;0;
2017;Best Animated Feature;;;0;
2017;Best Animated Feature;;;0;
2017;Best Animated Feature;;;0;
2017;Best Adapted Screenplay;;;0;
2017;Best Adapted Screenplay;;;0;
2017;Best Adapted Screenplay;;;0;
2017;Best Adapted Screenplay;;;0;
2017;Best Adapted Screenplay;;;0;
2017;Best Original Screenplay;;;0;
2017;Best Original Screenplay;;;0;
2017;Best Original Screenplay;;;0;
2017;Best Original Screenplay;;;0;
2017;Best Original Screenplay;;;0;
